,Feature_1,Feature_2,Feature_Pair,Value,Metric
1528,$(ΣI^{-1})_{n}$,$(ln|S_{1720}|)_{n}$,[$(ΣI^{-1})_{n}$; $(ln|S_{1720}|)_{n}$],0.8442827240044001,Homogeneity
2984,$(I_{1720}^{-1})_{n}$,$(ln|S_{1619}|)_{n}$,[$(I_{1720}^{-1})_{n}$; $(ln|S_{1619}|)_{n}$],0.8442827240044001,Homogeneity
2986,$(I_{1720}^{-1})_{n}$,$(ln|S_{1720}|)_{n}$,[$(I_{1720}^{-1})_{n}$; $(ln|S_{1720}|)_{n}$],0.8442827240044001,Homogeneity
3029,$(I_{1720}^{-2})_{n}$,$(ln|S_{1720}|)_{n}$,[$(I_{1720}^{-2})_{n}$; $(ln|S_{1720}|)_{n}$],0.8442827240044001,Homogeneity
3237,$(ln|S_{1619}|)_{n}$,$(ln|I_{1720}|)_{n}$,[$(ln|S_{1619}|)_{n}$; $(ln|I_{1720}|)_{n}$],0.8442827240044001,Homogeneity
1709,$(ΣI^{-3})_{n}$,$(ΣS^4)_{n}$,[$(ΣI^{-3})_{n}$; $(ΣS^4)_{n}$],0.8381313165778925,Homogeneity
1816,$(ΣI^{-4})_{n}$,$(ΣS^4)_{n}$,[$(ΣI^{-4})_{n}$; $(ΣS^4)_{n}$],0.8381313165778925,Homogeneity
2293,$(ΣS^{-4})_{n}$,$(ln|S_{1720}|)_{n}$,[$(ΣS^{-4})_{n}$; $(ln|S_{1720}|)_{n}$],0.8381313165778925,Homogeneity
231,"$I_{1619, n}$",$(ln|ΣI|)_{n}$,"[$I_{1619, n}$; $(ln|ΣI|)_{n}$]",0.8381313165778924,Homogeneity
877,$(\frac{ΣS}{I_{1619}})_{n}$,$(I_{1720}^5)_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(I_{1720}^5)_{n}$],0.8381313165778924,Homogeneity
177,"$I_{1619, n}$",$(ΣI^{-1})_{n}$,"[$I_{1619, n}$; $(ΣI^{-1})_{n}$]",0.8381313165778923,Homogeneity
208,"$I_{1619, n}$",$(S_{1619}^{-3})_{n}$,"[$I_{1619, n}$; $(S_{1619}^{-3})_{n}$]",0.8381313165778923,Homogeneity
266,"$S_{1619, n}$",$(ΣS^3)_{n}$,"[$S_{1619, n}$; $(ΣS^3)_{n}$]",0.8381313165778923,Homogeneity
490,$(\frac{ΣI}{ΣS})_{n}$,$(ΣS^{-2})_{n}$,[$(\frac{ΣI}{ΣS})_{n}$; $(ΣS^{-2})_{n}$],0.8381313165778923,Homogeneity
492,$(\frac{ΣI}{ΣS})_{n}$,$(ΣS^{-3})_{n}$,[$(\frac{ΣI}{ΣS})_{n}$; $(ΣS^{-3})_{n}$],0.8381313165778923,Homogeneity
550,$(\frac{ΣI}{I_{1619}})_{n}$,$(\frac{S_{1619}}{S_{1720}})_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(\frac{S_{1619}}{S_{1720}})_{n}$],0.8381313165778923,Homogeneity
665,$(\frac{ΣI}{S_{1619}})_{n}$,$(I_{1720}^4)_{n}$,[$(\frac{ΣI}{S_{1619}})_{n}$; $(I_{1720}^4)_{n}$],0.8381313165778923,Homogeneity
1109,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(ΣS^{-1})_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(ΣS^{-1})_{n}$],0.8381313165778923,Homogeneity
1132,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1619}^4)_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1619}^4)_{n}$],0.8381313165778923,Homogeneity
1134,$(\frac{I_{1619}}{S_{1619}})_{n}$,$(S_{1619}^5)_{n}$,[$(\frac{I_{1619}}{S_{1619}})_{n}$; $(S_{1619}^5)_{n}$],0.8381313165778923,Homogeneity
1431,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(I_{1619}^3)_{n}$,[$(\frac{I_{1720}}{S_{1720}})_{n}$; $(I_{1619}^3)_{n}$],0.8381313165778923,Homogeneity
1433,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(I_{1619}^4)_{n}$,[$(\frac{I_{1720}}{S_{1720}})_{n}$; $(I_{1619}^4)_{n}$],0.8381313165778923,Homogeneity
1714,$(ΣI^{-3})_{n}$,$(I_{1619}^2)_{n}$,[$(ΣI^{-3})_{n}$; $(I_{1619}^2)_{n}$],0.8381313165778923,Homogeneity
1814,$(ΣI^{-4})_{n}$,$(ΣS^3)_{n}$,[$(ΣI^{-4})_{n}$; $(ΣS^3)_{n}$],0.8381313165778923,Homogeneity
1867,$(ΣI^5)_{n}$,$(ΣS^{-3})_{n}$,[$(ΣI^5)_{n}$; $(ΣS^{-3})_{n}$],0.8381313165778923,Homogeneity
1890,$(ΣI^5)_{n}$,$(I_{1720}^{-1})_{n}$,[$(ΣI^5)_{n}$; $(I_{1720}^{-1})_{n}$],0.8381313165778923,Homogeneity
1919,$(ΣI^{-5})_{n}$,$(ΣS^4)_{n}$,[$(ΣI^{-5})_{n}$; $(ΣS^4)_{n}$],0.8381313165778923,Homogeneity
2031,$(ΣS^2)_{n}$,$(S_{1619}^{-1})_{n}$,[$(ΣS^2)_{n}$; $(S_{1619}^{-1})_{n}$],0.8381313165778923,Homogeneity
2184,$(ΣS^{-3})_{n}$,$(I_{1720}^3)_{n}$,[$(ΣS^{-3})_{n}$; $(I_{1720}^3)_{n}$],0.8381313165778923,Homogeneity
2276,$(ΣS^{-4})_{n}$,$(I_{1720}^{-4})_{n}$,[$(ΣS^{-4})_{n}$; $(I_{1720}^{-4})_{n}$],0.8381313165778923,Homogeneity
2784,$(S_{1619}^{-2})_{n}$,$(I_{1720}^3)_{n}$,[$(S_{1619}^{-2})_{n}$; $(I_{1720}^3)_{n}$],0.8381313165778923,Homogeneity
1236,$(\frac{I_{1619}}{S_{1720}})_{n}$,$(ΣS^{-1})_{n}$,[$(\frac{I_{1619}}{S_{1720}})_{n}$; $(ΣS^{-1})_{n}$],0.8381313165778922,Homogeneity
1750,$(ΣI^{-3})_{n}$,$(ln|ΣS|)_{n}$,[$(ΣI^{-3})_{n}$; $(ln|ΣS|)_{n}$],0.8381313165778922,Homogeneity
1896,$(ΣI^5)_{n}$,$(I_{1720}^{-4})_{n}$,[$(ΣI^5)_{n}$; $(I_{1720}^{-4})_{n}$],0.8381313165778922,Homogeneity
1898,$(ΣI^5)_{n}$,$(I_{1720}^{-5})_{n}$,[$(ΣI^5)_{n}$; $(I_{1720}^{-5})_{n}$],0.8381313165778922,Homogeneity
2187,$(ΣS^{-3})_{n}$,$(I_{1720}^{-4})_{n}$,[$(ΣS^{-3})_{n}$; $(I_{1720}^{-4})_{n}$],0.8381313165778922,Homogeneity
2189,$(ΣS^{-3})_{n}$,$(I_{1720}^{-5})_{n}$,[$(ΣS^{-3})_{n}$; $(I_{1720}^{-5})_{n}$],0.8381313165778922,Homogeneity
163,"$I_{1619, n}$",$(\frac{ΣI}{I_{1619}})_{n}$,"[$I_{1619, n}$; $(\frac{ΣI}{I_{1619}})_{n}$]",0.838131316577892,Homogeneity
166,"$I_{1619, n}$",$(\frac{ΣI}{S_{1720}})_{n}$,"[$I_{1619, n}$; $(\frac{ΣI}{S_{1720}})_{n}$]",0.838131316577892,Homogeneity
207,"$I_{1619, n}$",$(S_{1619}^3)_{n}$,"[$I_{1619, n}$; $(S_{1619}^3)_{n}$]",0.838131316577892,Homogeneity
571,$(\frac{ΣI}{I_{1619}})_{n}$,$(I_{1619}^2)_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(I_{1619}^2)_{n}$],0.838131316577892,Homogeneity
586,$(\frac{ΣI}{I_{1619}})_{n}$,$(S_{1619}^5)_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(S_{1619}^5)_{n}$],0.838131316577892,Homogeneity
736,$(\frac{ΣI}{I_{1720}})_{n}$,$(I_{1720}^4)_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(I_{1720}^4)_{n}$],0.838131316577892,Homogeneity
786,$(\frac{ΣI}{S_{1720}})_{n}$,$(I_{1619}^3)_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(I_{1619}^3)_{n}$],0.838131316577892,Homogeneity
821,$(\frac{ΣI}{S_{1720}})_{n}$,$(ln|I_{1619}|)_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(ln|I_{1619}|)_{n}$],0.838131316577892,Homogeneity
873,$(\frac{ΣS}{I_{1619}})_{n}$,$(I_{1720}^3)_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(I_{1720}^3)_{n}$],0.838131316577892,Homogeneity
875,$(\frac{ΣS}{I_{1619}})_{n}$,$(I_{1720}^4)_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(I_{1720}^4)_{n}$],0.838131316577892,Homogeneity
1444,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(S_{1619}^5)_{n}$,[$(\frac{I_{1720}}{S_{1720}})_{n}$; $(S_{1619}^5)_{n}$],0.838131316577892,Homogeneity
1466,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(ln|I_{1619}|)_{n}$,[$(\frac{I_{1720}}{S_{1720}})_{n}$; $(ln|I_{1619}|)_{n}$],0.838131316577892,Homogeneity
1857,$(ΣI^{-4})_{n}$,$(ln|ΣS|)_{n}$,[$(ΣI^{-4})_{n}$; $(ln|ΣS|)_{n}$],0.838131316577892,Homogeneity
1960,$(ΣI^{-5})_{n}$,$(ln|ΣS|)_{n}$,[$(ΣI^{-5})_{n}$; $(ln|ΣS|)_{n}$],0.838131316577892,Homogeneity
1995,$(ΣS^{-1})_{n}$,$(I_{1720}^{-3})_{n}$,[$(ΣS^{-1})_{n}$; $(I_{1720}^{-3})_{n}$],0.838131316577892,Homogeneity
1997,$(ΣS^{-1})_{n}$,$(I_{1720}^{-4})_{n}$,[$(ΣS^{-1})_{n}$; $(I_{1720}^{-4})_{n}$],0.838131316577892,Homogeneity
1999,$(ΣS^{-1})_{n}$,$(I_{1720}^{-5})_{n}$,[$(ΣS^{-1})_{n}$; $(I_{1720}^{-5})_{n}$],0.838131316577892,Homogeneity
2092,$(ΣS^{-2})_{n}$,$(I_{1720}^{-3})_{n}$,[$(ΣS^{-2})_{n}$; $(I_{1720}^{-3})_{n}$],0.838131316577892,Homogeneity
2094,$(ΣS^{-2})_{n}$,$(I_{1720}^{-4})_{n}$,[$(ΣS^{-2})_{n}$; $(I_{1720}^{-4})_{n}$],0.838131316577892,Homogeneity
2096,$(ΣS^{-2})_{n}$,$(I_{1720}^{-5})_{n}$,[$(ΣS^{-2})_{n}$; $(I_{1720}^{-5})_{n}$],0.838131316577892,Homogeneity
2185,$(ΣS^{-3})_{n}$,$(I_{1720}^{-3})_{n}$,[$(ΣS^{-3})_{n}$; $(I_{1720}^{-3})_{n}$],0.838131316577892,Homogeneity
2430,$(I_{1619}^2)_{n}$,$(S_{1619}^3)_{n}$,[$(I_{1619}^2)_{n}$; $(S_{1619}^3)_{n}$],0.838131316577892,Homogeneity
2471,$(I_{1619}^{-2})_{n}$,$(S_{1619}^4)_{n}$,[$(I_{1619}^{-2})_{n}$; $(S_{1619}^4)_{n}$],0.838131316577892,Homogeneity
2507,$(I_{1619}^3)_{n}$,$(S_{1619}^3)_{n}$,[$(I_{1619}^3)_{n}$; $(S_{1619}^3)_{n}$],0.838131316577892,Homogeneity
2830,$(S_{1619}^3)_{n}$,$(ln|I_{1619}|)_{n}$,[$(S_{1619}^3)_{n}$; $(ln|I_{1619}|)_{n}$],0.838131316577892,Homogeneity
178,"$I_{1619, n}$",$(ΣI^2)_{n}$,"[$I_{1619, n}$; $(ΣI^2)_{n}$]",0.8381313165778917,Homogeneity
2485,$(I_{1619}^{-2})_{n}$,$(S_{1720}^2)_{n}$,[$(I_{1619}^{-2})_{n}$; $(S_{1720}^2)_{n}$],0.8351974232422624,Homogeneity
187,"$I_{1619, n}$",$(ΣS^2)_{n}$,"[$I_{1619, n}$; $(ΣS^2)_{n}$]",0.8351974232422623,Homogeneity
765,$(\frac{ΣI}{S_{1720}})_{n}$,$(ΣI^{-1})_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(ΣI^{-1})_{n}$],0.8351974232422623,Homogeneity
766,$(\frac{ΣI}{S_{1720}})_{n}$,$(ΣI^2)_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(ΣI^2)_{n}$],0.8351974232422623,Homogeneity
2646,$(I_{1619}^5)_{n}$,$(S_{1619}^{-1})_{n}$,[$(I_{1619}^5)_{n}$; $(S_{1619}^{-1})_{n}$],0.8351974232422623,Homogeneity
1384,$(\frac{S_{1619}}{S_{1720}})_{n}$,$(S_{1619}^5)_{n}$,[$(\frac{S_{1619}}{S_{1720}})_{n}$; $(S_{1619}^5)_{n}$],0.8351974232422622,Homogeneity
1404,$(\frac{S_{1619}}{S_{1720}})_{n}$,$(ln|ΣI|)_{n}$,[$(\frac{S_{1619}}{S_{1720}})_{n}$; $(ln|ΣI|)_{n}$],0.8351974232422622,Homogeneity
1416,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(ΣI^{-4})_{n}$,[$(\frac{I_{1720}}{S_{1720}})_{n}$; $(ΣI^{-4})_{n}$],0.8351974232422622,Homogeneity
9,$(ΣI)_{n}$,$(\frac{ΣI}{S_{1720}})_{n}$,[$(ΣI)_{n}$; $(\frac{ΣI}{S_{1720}})_{n}$],0.8351974232422621,Homogeneity
799,$(\frac{ΣI}{S_{1720}})_{n}$,$(S_{1619}^5)_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(S_{1619}^5)_{n}$],0.8351974232422621,Homogeneity
842,$(\frac{ΣS}{I_{1619}})_{n}$,$(ΣI^{-5})_{n}$,[$(\frac{ΣS}{I_{1619}})_{n}$; $(ΣI^{-5})_{n}$],0.8351974232422621,Homogeneity
1412,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(ΣI^{-2})_{n}$,[$(\frac{I_{1720}}{S_{1720}})_{n}$; $(ΣI^{-2})_{n}$],0.8351974232422621,Homogeneity
1457,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(S_{1720}^{-2})_{n}$,[$(\frac{I_{1720}}{S_{1720}})_{n}$; $(S_{1720}^{-2})_{n}$],0.8351974232422621,Homogeneity
797,$(\frac{ΣI}{S_{1720}})_{n}$,$(S_{1619}^4)_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(S_{1619}^4)_{n}$],0.835197423242262,Homogeneity
819,$(\frac{ΣI}{S_{1720}})_{n}$,$(ln|ΣI|)_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(ln|ΣI|)_{n}$],0.835197423242262,Homogeneity
1033,$(\frac{ΣS}{S_{1720}})_{n}$,$(\frac{S_{1619}}{S_{1720}})_{n}$,[$(\frac{ΣS}{S_{1720}})_{n}$; $(\frac{S_{1619}}{S_{1720}})_{n}$],0.835197423242262,Homogeneity
808,$(\frac{ΣI}{S_{1720}})_{n}$,$(I_{1720}^5)_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(I_{1720}^5)_{n}$],0.8266631563690693,Homogeneity
800,$(\frac{ΣI}{S_{1720}})_{n}$,$(S_{1619}^{-5})_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(S_{1619}^{-5})_{n}$],0.8266631563690692,Homogeneity
756,$(\frac{ΣI}{S_{1720}})_{n}$,$(\frac{ΣS}{S_{1619}})_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(\frac{ΣS}{S_{1619}})_{n}$],0.8266631563690691,Homogeneity
947,$(\frac{ΣS}{S_{1619}})_{n}$,$(S_{1720}^{-1})_{n}$,[$(\frac{ΣS}{S_{1619}})_{n}$; $(S_{1720}^{-1})_{n}$],0.8266631563690691,Homogeneity
758,$(\frac{ΣI}{S_{1720}})_{n}$,$(\frac{ΣS}{S_{1720}})_{n}$,[$(\frac{ΣI}{S_{1720}})_{n}$; $(\frac{ΣS}{S_{1720}})_{n}$],0.8266631563690687,Homogeneity
2448,$(I_{1619}^2)_{n}$,$(S_{1720}^3)_{n}$,[$(I_{1619}^2)_{n}$; $(S_{1720}^3)_{n}$],0.8237292630334393,Homogeneity
2450,$(I_{1619}^2)_{n}$,$(S_{1720}^4)_{n}$,[$(I_{1619}^2)_{n}$; $(S_{1720}^4)_{n}$],0.8237292630334393,Homogeneity
2527,$(I_{1619}^3)_{n}$,$(S_{1720}^4)_{n}$,[$(I_{1619}^3)_{n}$; $(S_{1720}^4)_{n}$],0.8237292630334393,Homogeneity
2596,$(I_{1619}^4)_{n}$,$(S_{1720}^2)_{n}$,[$(I_{1619}^4)_{n}$; $(S_{1720}^2)_{n}$],0.8237292630334393,Homogeneity
462,"$S_{1720, n}$",$(ln|S_{1619}|)_{n}$,"[$S_{1720, n}$; $(ln|S_{1619}|)_{n}$]",0.8237292630334391,Homogeneity
506,$(\frac{ΣI}{ΣS})_{n}$,$(S_{1619}^{-1})_{n}$,[$(\frac{ΣI}{ΣS})_{n}$; $(S_{1619}^{-1})_{n}$],0.8237292630334391,Homogeneity
911,$(\frac{ΣS}{S_{1619}})_{n}$,$(ΣS^{-1})_{n}$,[$(\frac{ΣS}{S_{1619}})_{n}$; $(ΣS^{-1})_{n}$],0.8237292630334391,Homogeneity
1317,$(\frac{S_{1619}}{I_{1720}})_{n}$,$(S_{1619}^2)_{n}$,[$(\frac{S_{1619}}{I_{1720}})_{n}$; $(S_{1619}^2)_{n}$],0.8237292630334391,Homogeneity
1679,$(ΣI^3)_{n}$,$(I_{1720}^3)_{n}$,[$(ΣI^3)_{n}$; $(I_{1720}^3)_{n}$],0.8237292630334391,Homogeneity
1779,$(ΣI^4)_{n}$,$(S_{1619}^3)_{n}$,[$(ΣI^4)_{n}$; $(S_{1619}^3)_{n}$],0.8237292630334391,Homogeneity
1884,$(ΣI^5)_{n}$,$(S_{1619}^3)_{n}$,[$(ΣI^5)_{n}$; $(S_{1619}^3)_{n}$],0.8237292630334391,Homogeneity
1991,$(ΣS^{-1})_{n}$,$(I_{1720}^{-1})_{n}$,[$(ΣS^{-1})_{n}$; $(I_{1720}^{-1})_{n}$],0.8237292630334391,Homogeneity
2014,$(ΣS^{-1})_{n}$,$(ln|S_{1720}|)_{n}$,[$(ΣS^{-1})_{n}$; $(ln|S_{1720}|)_{n}$],0.8237292630334391,Homogeneity
2340,$(ΣS^{-5})_{n}$,$(I_{1619}^3)_{n}$,[$(ΣS^{-5})_{n}$; $(I_{1619}^3)_{n}$],0.8237292630334391,Homogeneity
2342,$(ΣS^{-5})_{n}$,$(I_{1619}^4)_{n}$,[$(ΣS^{-5})_{n}$; $(I_{1619}^4)_{n}$],0.8237292630334391,Homogeneity
2628,$(I_{1619}^{-4})_{n}$,$(I_{1720}^5)_{n}$,[$(I_{1619}^{-4})_{n}$; $(I_{1720}^5)_{n}$],0.8237292630334391,Homogeneity
2665,$(I_{1619}^5)_{n}$,$(S_{1720}^2)_{n}$,[$(I_{1619}^5)_{n}$; $(S_{1720}^2)_{n}$],0.8237292630334391,Homogeneity
2719,$(S_{1619}^{-1})_{n}$,$(S_{1619}^{-5})_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1619}^{-5})_{n}$],0.8237292630334391,Homogeneity
2730,$(S_{1619}^{-1})_{n}$,$(S_{1720}^2)_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1720}^2)_{n}$],0.8237292630334391,Homogeneity
2732,$(S_{1619}^{-1})_{n}$,$(S_{1720}^3)_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1720}^3)_{n}$],0.8237292630334391,Homogeneity
2734,$(S_{1619}^{-1})_{n}$,$(S_{1720}^4)_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1720}^4)_{n}$],0.8237292630334391,Homogeneity
2736,$(S_{1619}^{-1})_{n}$,$(S_{1720}^5)_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1720}^5)_{n}$],0.8237292630334391,Homogeneity
2982,$(I_{1720}^{-1})_{n}$,$(ln|ΣS|)_{n}$,[$(I_{1720}^{-1})_{n}$; $(ln|ΣS|)_{n}$],0.8237292630334391,Homogeneity
3232,$(ln|ΣS|)_{n}$,$(ln|I_{1720}|)_{n}$,[$(ln|ΣS|)_{n}$; $(ln|I_{1720}|)_{n}$],0.8237292630334391,Homogeneity
3233,$(ln|ΣS|)_{n}$,$(ln|S_{1720}|)_{n}$,[$(ln|ΣS|)_{n}$; $(ln|S_{1720}|)_{n}$],0.8237292630334391,Homogeneity
433,"$S_{1720, n}$",$(S_{1619}^2)_{n}$,"[$S_{1720, n}$; $(S_{1619}^2)_{n}$]",0.823729263033439,Homogeneity
726,$(\frac{ΣI}{I_{1720}})_{n}$,$(S_{1619}^{-3})_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(S_{1619}^{-3})_{n}$],0.823729263033439,Homogeneity
1876,$(ΣI^5)_{n}$,$(I_{1619}^{-3})_{n}$,[$(ΣI^5)_{n}$; $(I_{1619}^{-3})_{n}$],0.823729263033439,Homogeneity
1893,$(ΣI^5)_{n}$,$(I_{1720}^3)_{n}$,[$(ΣI^5)_{n}$; $(I_{1720}^3)_{n}$],0.823729263033439,Homogeneity
2073,$(ΣS^{-2})_{n}$,$(I_{1619}^3)_{n}$,[$(ΣS^{-2})_{n}$; $(I_{1619}^3)_{n}$],0.823729263033439,Homogeneity
2166,$(ΣS^{-3})_{n}$,$(I_{1619}^3)_{n}$,[$(ΣS^{-3})_{n}$; $(I_{1619}^3)_{n}$],0.823729263033439,Homogeneity
2255,$(ΣS^{-4})_{n}$,$(I_{1619}^3)_{n}$,[$(ΣS^{-4})_{n}$; $(I_{1619}^3)_{n}$],0.823729263033439,Homogeneity
2542,$(I_{1619}^{-3})_{n}$,$(S_{1619}^2)_{n}$,[$(I_{1619}^{-3})_{n}$; $(S_{1619}^2)_{n}$],0.823729263033439,Homogeneity
2713,$(S_{1619}^{-1})_{n}$,$(S_{1619}^{-2})_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1619}^{-2})_{n}$],0.823729263033439,Homogeneity
2715,$(S_{1619}^{-1})_{n}$,$(S_{1619}^{-3})_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1619}^{-3})_{n}$],0.823729263033439,Homogeneity
2717,$(S_{1619}^{-1})_{n}$,$(S_{1619}^{-4})_{n}$,[$(S_{1619}^{-1})_{n}$; $(S_{1619}^{-4})_{n}$],0.823729263033439,Homogeneity
85,$(ΣS)_{n}$,$(\frac{ΣI}{I_{1619}})_{n}$,[$(ΣS)_{n}$; $(\frac{ΣI}{I_{1619}})_{n}$],0.8237292630334389,Homogeneity
101,$(ΣS)_{n}$,$(ΣI^{-2})_{n}$,[$(ΣS)_{n}$; $(ΣI^{-2})_{n}$],0.8237292630334389,Homogeneity
518,$(\frac{ΣI}{ΣS})_{n}$,$(I_{1720}^3)_{n}$,[$(\frac{ΣI}{ΣS})_{n}$; $(I_{1720}^3)_{n}$],0.8237292630334389,Homogeneity
520,$(\frac{ΣI}{ΣS})_{n}$,$(I_{1720}^4)_{n}$,[$(\frac{ΣI}{ΣS})_{n}$; $(I_{1720}^4)_{n}$],0.8237292630334389,Homogeneity
522,$(\frac{ΣI}{ΣS})_{n}$,$(I_{1720}^5)_{n}$,[$(\frac{ΣI}{ΣS})_{n}$; $(I_{1720}^5)_{n}$],0.8237292630334389,Homogeneity
557,$(\frac{ΣI}{I_{1619}})_{n}$,$(ΣI^4)_{n}$,[$(\frac{ΣI}{I_{1619}})_{n}$; $(ΣI^4)_{n}$],0.8237292630334389,Homogeneity
728,$(\frac{ΣI}{I_{1720}})_{n}$,$(S_{1619}^{-4})_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(S_{1619}^{-4})_{n}$],0.8237292630334389,Homogeneity
733,$(\frac{ΣI}{I_{1720}})_{n}$,$(I_{1720}^{-2})_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(I_{1720}^{-2})_{n}$],0.8237292630334389,Homogeneity
735,$(\frac{ΣI}{I_{1720}})_{n}$,$(I_{1720}^{-3})_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(I_{1720}^{-3})_{n}$],0.8237292630334389,Homogeneity
741,$(\frac{ΣI}{I_{1720}})_{n}$,$(S_{1720}^2)_{n}$,[$(\frac{ΣI}{I_{1720}})_{n}$; $(S_{1720}^2)_{n}$],0.8237292630334389,Homogeneity
1024,$(\frac{ΣS}{I_{1720}})_{n}$,$(ln|ΣS|)_{n}$,[$(\frac{ΣS}{I_{1720}})_{n}$; $(ln|ΣS|)_{n}$],0.8237292630334389,Homogeneity
1373,$(\frac{S_{1619}}{S_{1720}})_{n}$,$(I_{1619}^4)_{n}$,[$(\frac{S_{1619}}{S_{1720}})_{n}$; $(I_{1619}^4)_{n}$],0.8237292630334389,Homogeneity
1375,$(\frac{S_{1619}}{S_{1720}})_{n}$,$(I_{1619}^5)_{n}$,[$(\frac{S_{1619}}{S_{1720}})_{n}$; $(I_{1619}^5)_{n}$],0.8237292630334389,Homogeneity
1409,$(\frac{S_{1619}}{S_{1720}})_{n}$,$(ln|S_{1720}|)_{n}$,[$(\frac{S_{1619}}{S_{1720}})_{n}$; $(ln|S_{1720}|)_{n}$],0.8237292630334389,Homogeneity
1435,$(\frac{I_{1720}}{S_{1720}})_{n}$,$(I_{1619}^5)_{n}$,[$(\frac{I_{1720}}{S_{1720}})_{n}$; $(I_{1619}^5)_{n}$],0.8237292630334389,Homogeneity
1555,$(ΣI^2)_{n}$,$(S_{1619}^2)_{n}$,[$(ΣI^2)_{n}$; $(S_{1619}^2)_{n}$],0.8237292630334389,Homogeneity
1596,$(ΣI^{-2})_{n}$,$(ΣS^3)_{n}$,[$(ΣI^{-2})_{n}$; $(ΣS^3)_{n}$],0.8237292630334389,Homogeneity
1668,$(ΣI^3)_{n}$,$(S_{1619}^2)_{n}$,[$(ΣI^3)_{n}$; $(S_{1619}^2)_{n}$],0.8237292630334389,Homogeneity
1705,$(ΣI^{-3})_{n}$,$(ΣS^2)_{n}$,[$(ΣI^{-3})_{n}$; $(ΣS^2)_{n}$],0.8237292630334389,Homogeneity
1707,$(ΣI^{-3})_{n}$,$(ΣS^3)_{n}$,[$(ΣI^{-3})_{n}$; $(ΣS^3)_{n}$],0.8237292630334389,Homogeneity
1777,$(ΣI^4)_{n}$,$(S_{1619}^2)_{n}$,[$(ΣI^4)_{n}$; $(S_{1619}^2)_{n}$],0.8237292630334389,Homogeneity
1812,$(ΣI^{-4})_{n}$,$(ΣS^2)_{n}$,[$(ΣI^{-4})_{n}$; $(ΣS^2)_{n}$],0.8237292630334389,Homogeneity
1915,$(ΣI^{-5})_{n}$,$(ΣS^2)_{n}$,[$(ΣI^{-5})_{n}$; $(ΣS^2)_{n}$],0.8237292630334389,Homogeneity
1917,$(ΣI^{-5})_{n}$,$(ΣS^3)_{n}$,[$(ΣI^{-5})_{n}$; $(ΣS^3)_{n}$],0.8237292630334389,Homogeneity
1994,$(ΣS^{-1})_{n}$,$(I_{1720}^3)_{n}$,[$(ΣS^{-1})_{n}$; $(I_{1720}^3)_{n}$],0.8237292630334389,Homogeneity
2168,$(ΣS^{-3})_{n}$,$(I_{1619}^4)_{n}$,[$(ΣS^{-3})_{n}$; $(I_{1619}^4)_{n}$],0.8237292630334389,Homogeneity
2247,$(ΣS^4)_{n}$,$(ln|S_{1619}|)_{n}$,[$(ΣS^4)_{n}$; $(ln|S_{1619}|)_{n}$],0.8237292630334389,Homogeneity
